FULL ADDRESS,PARCEL_NO,X,Y,C.TRACT.,C.BLOCK.,CASE#,V.I.D,VIOLATION TYPE,ISSUED,COMP_TYPE
6022  CAMBRIDGE AV,000300040213,1431382,400901,46.02,3002,B202103607,BCOE414,REPAIR WINDOWS, 08/27/2021,CBHCODE
1610  BEACON ST,000200020168,1434366,399820,46.03,1001,B201906607,CD05734430,PAINT EXTERIOR, 10/09/2019,CBHCODE
1620  BEACON ST,000200020173,1434374,399916,46.03,1001,B201906606,CD05734431,PAINT EXTERIOR, 10/09/2019,CBHCODE
1650  BEACON ST,000200020235,1434440,400253,46.03,1001,B201906604,BCOE411,REPAIR SIDING, 09/20/2019,CBHCODE
6207  CAMBRIDGE AV,000200020101,1432724,400613,46.03,1005,B202204499,BCOE414,REPAIR WINDOWS, 10/13/2022,CBHCODE
6207  CAMBRIDGE AV,000200020101,1432724,400613,46.03,1005,B202204499,BCOE667,INSECT AND RODENT CONTROL, 10/13/2022,CBHCODE
1528  BURNEY LN,000200060012,1436448,399098,46.03,2000,B201805587,CD05115049,SEWER CONNECT DOWNSPOUTS, 08/22/2018,CBHCODE
1528  BURNEY LN,000200060012,1436448,399098,46.03,2000,B201805587,CD05115046,CLOGGED YARD DRAINS, 08/22/2018,CBHCODE
6121  GLADE AV,000200090012,1432115,399109,46.03,2012,B202203262,BCOE667,INSECT AND RODENT CONTROL, 08/15/2022,CBHCODE
6763  ST JONATHAN CT,000200070132,1436876,397630,46.03,2029,B202005468,BCOE404,REPAIR GUTTERS AND DOWNSPOUTS, 11/10/2020,CBHCODE
6763  ST JONATHAN CT,000200070132,1436876,397630,46.03,2029,B202005468,BCOE406,SEWER CONNECT DOWNSPOUTS, 11/10/2020,CBHCODE
1000  URBANCREST PL,001900010242,1422698,415469,47.01,1000,B201802875,CD04910300,SEWER CONNECT DOWNSPOUTS, 04/18/2018,CBHCODE
3933  DEVONSHIRE DR,001900010234,1423103,415284,47.01,1000,B202205524,BCOE413,PAINT EXTERIOR, 11/02/2022,CBHCODE
3302  MOWBRAY LN,004500010087,1421690,416086,47.01,1001,B201807013,CD05207092,SEWER CONNECT DOWNSPOUTS, 10/12/2018,CBHCODE
888  VAN DYKE AV,004500010032,1421670,416218,47.01,1001,B201806811,CD05214959,SEWER CONNECT DOWNSPOUTS, 10/18/2018,CBHCODE
724  DELTA AV,004500030126,1419980,415753,47.01,1003,B201802826,BCOE406,SEWER CONNECT DOWNSPOUTS, 04/06/2018,CBHCODE
766  DELTA AV,004500030035,1420210,416302,47.01,1003,B201802351,BCOE413,PAINT EXTERIOR, 03/12/2018,CBHCODE
798  DELTA AV,004500030105,1420364,416427,47.01,1003,B201803663,BCOE413,PAINT EXTERIOR, 05/23/2018,CBHCODE
578  DELTA AV,002600020007,1419277,414351,47.01,2001,B202102112,BCOE413,PAINT EXTERIOR, 08/12/2021,CBHCODE
624  DELTA AV,002500030106,1419624,414946,47.01,2001,B202000118,CD05858988,REPAIR SIDING, 01/17/2020,CBHCODE
509  HOGE ST,002800050057,1418752,413043,47.01,2004,B201903325,CD05468984,REPAIR SIDING, 04/24/2019,CBHCODE
3634  COLUMBIA PKWY,002700010104,1419402,411703,47.01,3005,B201804398,BCOE404,REPAIR GUTTERS AND DOWNSPOUTS, 07/12/2018,CBHCODE
3634  COLUMBIA PKWY,002700010104,1419402,411703,47.01,3005,B201804398,BCOE406,SEWER CONNECT DOWNSPOUTS, 07/12/2018,CBHCODE
3634  COLUMBIA PKWY,002700010104,1419402,411703,47.01,3005,B201804398,BCOE400,REPAIR ROOF, 07/12/2018,CBHCODE
3634  COLUMBIA PKWY,002700010104,1419402,411703,47.01,3005,B202205309,BCOE412,WEATHERTIGHT EXTERIOR, 10/26/2022,CBHCODE
3634  COLUMBIA PKWY,002700010104,1419402,411703,47.01,3005,B202205309,BCOE413,PAINT EXTERIOR, 10/26/2022,CBHCODE
3634  COLUMBIA PKWY,002700010104,1419402,411703,47.01,3005,B202205309,BCOE404,REPAIR GUTTERS AND DOWNSPOUTS, 10/26/2022,CBHCODE
435  TUSCULUM AV,002700010129,1419742,411806,47.01,3005,B202101214,CD06372369,WEATHERTIGHT EXTERIOR, 03/16/2021,CBHCODE
435  TUSCULUM AV,002700010129,1419742,411806,47.01,3005,B202101214,CD06372370,REPAIR WINDOWS, 03/16/2021,CBHCODE
3708  STEVENS PL,002700020010,1420041,411909,47.01,3006,B201807063,BCOE406,SEWER CONNECT DOWNSPOUTS, 10/19/2018,CBHCODE
3710  STEVENS PL,002700020011,1420061,411892,47.01,3006,B201807061,BCOE406,SEWER CONNECT DOWNSPOUTS, 10/19/2018,CBHCODE
3712  STEVENS PL,002700020012,1420080,411877,47.01,3006,B201908237,BCOE411,REPAIR SIDING, 12/10/2019,CBHCODE
3712  STEVENS PL,002700020012,1420080,411877,47.01,3006,B201807060,BCOE406,SEWER CONNECT DOWNSPOUTS, 10/19/2018,CBHCODE
3714  STEVENS PL,002700020013,1420100,411860,47.01,3006,B201807059,BCOE406,SEWER CONNECT DOWNSPOUTS, 10/19/2018,CBHCODE
3716  STEVENS PL,002700020014,1420120,411846,47.01,3006,B201807058,BCOE406,SEWER CONNECT DOWNSPOUTS, 10/19/2018,CBHCODE
3718  STEVENS PL,002700020015,1420141,411830,47.01,3006,B201807057,BCOE406,SEWER CONNECT DOWNSPOUTS, 10/19/2018,CBHCODE
3720  STEVENS PL,002700020016,1420160,411815,47.01,3006,B201807056,BCOE406,SEWER CONNECT DOWNSPOUTS, 10/19/2018,CBHCODE
3722  STEVENS PL,002700020017,1420184,411801,47.01,3006,B201807055,BCOE406,SEWER CONNECT DOWNSPOUTS, 10/19/2018,CBHCODE
3724  STEVENS PL,002700020018,1420201,411789,47.01,3006,B201807054,BCOE406,SEWER CONNECT DOWNSPOUTS, 10/19/2018,CBHCODE
424  TUSCULUM AV,002700030001,1419694,411592,47.01,3006,B201903128,BCOE414,REPAIR WINDOWS, 03/20/2019,CBHCODE
424  TUSCULUM AV,002700030001,1419694,411592,47.01,3006,B201903128,BCOE411,REPAIR SIDING, 03/20/2019,CBHCODE
424  TUSCULUM AV,002700030001,1419694,411592,47.01,3006,B201903128,BCOE400,REPAIR ROOF, 03/20/2019,CBHCODE
429  STANLEY AV,002800060278,1419484,412276,47.01,3007,B202102447,BCOE406,SEWER CONNECT DOWNSPOUTS, 08/13/2021,CBHCODE
429  STANLEY AV,002800060278,1419484,412276,47.01,3007,B202102447,BCOE413,PAINT EXTERIOR, 08/13/2021,CBHCODE
473  STANLEY AV,002800060108,1420041,412647,47.01,3007,B201904974,CD05598379,REPAIR LEAK AND DAMAGE, 07/16/2019,CBHCODE
473  STANLEY AV,002800060108,1420041,412647,47.01,3007,B201803909,BCOE413,PAINT EXTERIOR, 06/08/2018,CBHCODE
473  STANLEY AV,002800060108,1420041,412647,47.01,3007,B201904974,CD05598384,TOILET ROOM SURFACES, 07/16/2019,CBHCODE
473  STANLEY AV,002800060108,1420041,412647,47.01,3007,B201904974,CD05598383,DEFECTIVE PLUMBING LINES, 07/16/2019,CBHCODE
473  STANLEY AV,002800060108,1420041,412647,47.01,3007,B201906085,CD05664880,VACATE THE BUILDING, 08/21/2019,CBHCODE
473  STANLEY AV,002800060108,1420041,412647,47.01,3007,B201805798,CD05130458,REPAIR SINK, 08/24/2018,CBHCODE
473  STANLEY AV,002800060108,1420041,412647,47.01,3007,B201904974,CD05598375,PAINT EXTERIOR, 07/16/2019,CBHCODE
473  STANLEY AV,002800060108,1420041,412647,47.01,3007,B201904974,CD05598382,REPAIR WINDOWS, 07/16/2019,CBHCODE
473  STANLEY AV,002800060108,1420041,412647,47.01,3007,B201904974,CD05598381,REPAIR SIDING, 07/16/2019,CBHCODE
473  STANLEY AV,002800060108,1420041,412647,47.01,3007,B201805798,CD05130463,WEATHERTIGHT EXTERIOR, 08/24/2018,CBHCODE
4824  EASTERN AV,001900010039,1425018,414640,47.02,1001,B202203596,BCOE667,INSECT AND RODENT CONTROL, 10/13/2022,CBHCODE
4762  EASTERN AV,001900010027,1424568,414027,47.02,1003,B201807033,BCOE404,REPAIR GUTTERS AND DOWNSPOUTS, 10/17/2018,CBHCODE
4762  EASTERN AV,001900010027,1424568,414027,47.02,1003,B201807033,BCOE411,REPAIR SIDING, 10/17/2018,CBHCODE
4738  EASTERN AV,001600030131,1424390,413813,47.02,1004,B201906459,CD05704509,TOILET ROOM SURFACES, 09/16/2019,CBHCODE
4738  EASTERN AV,001600030131,1424390,413813,47.02,1004,B202004765,BCOE404,REPAIR GUTTERS AND DOWNSPOUTS, 10/02/2020,CBHCODE
4738  EASTERN AV,001600030131,1424390,413813,47.02,1004,B201906459,CD05704515,REPAIR GUTTERS AND DOWNSPOUTS, 09/16/2019,CBHCODE
4738  EASTERN AV,001600030131,1424390,413813,47.02,1004,B202004765,CD06195593,TOILET ROOM SURFACES, 10/02/2020,CBHCODE
4738  EASTERN AV,001600030131,1424390,413813,47.02,1004,B201906459,CD05704513,DEFECTIVE PLUMBING LINES, 09/16/2019,CBHCODE
4138  EASTERN AV,002400010033,1420936,409268,47.02,1005,B202002413,CD05964518,REPAIR GUTTERS AND DOWNSPOUTS, 05/05/2020,CBHCODE
4212  EASTERN AV,002400020043,1421633,409640,47.02,1005,B202105427,BCOE400,REPAIR ROOF, 12/28/2021,CBHCODE
4212  EASTERN AV,002400020043,1421633,409640,47.02,1005,B202105427,BCOE401,REPAIR FLASHING, 12/28/2021,CBHCODE
4212  EASTERN AV,002400020043,1421633,409640,47.02,1005,B202105427,BCOE404,REPAIR GUTTERS AND DOWNSPOUTS, 12/28/2021,CBHCODE
4212  EASTERN AV,002400020043,1421633,409640,47.02,1005,B202105427,BCOE411,REPAIR SIDING, 12/28/2021,CBHCODE
4212  EASTERN AV,002400020043,1421633,409640,47.02,1005,B202105427,BCOE413,PAINT EXTERIOR, 12/28/2021,CBHCODE
4322  EASTERN AV,002400020086,1422074,410129,47.02,1005,B202303004,BCOE412,WEATHERTIGHT EXTERIOR, 04/24/2023,CBHCODE
4444  EASTERN AV,002400030120,1422979,411285,47.02,1005,B201904792,CD05589202,DEFECTIVE PLUMBING LINES, 07/02/2019,CBHCODE
4444  EASTERN AV,002400030120,1422979,411285,47.02,1005,B201904792,BCOE605,REPAIR LEAK AND DAMAGE, 07/02/2019,CBHCODE
4444  EASTERN AV,002400030120,1422979,411285,47.02,1005,B201904792,BCOE102,VACATE THE BUILDING, 07/02/2019,CBHCODE
4444  EASTERN AV,002400030120,1422979,411285,47.02,1005,B201904792,CD05583841,REPAIR ROOF, 07/02/2019,CBHCODE
4444  EASTERN AV,002400030120,1422979,411285,47.02,1005,B201904792,CD05583846,REPAIR BATH OR SHOWER, 07/02/2019,CBHCODE
4444  EASTERN AV,002400030120,1422979,411285,47.02,1005,B201904792,CD05583847,REPAIR WATER CLOSET (TOILET), 07/02/2019,CBHCODE
4500  EASTERN AV,001600010086,1423363,411841,47.02,1005,B202301536,BCOE102,VACATE THE BUILDING, 03/29/2023,CBHCODE
4526  EASTERN AV,001600010095,1423520,412041,47.02,1005,B201906079,CD05670003,SEWER CONNECT DOWNSPOUTS, 08/23/2019,CBHCODE
4598  EASTERN AV,001600030056,1423927,412840,47.02,1005,B201904554,BCOE404,REPAIR GUTTERS AND DOWNSPOUTS, 06/25/2019,CBHCODE
4598  EASTERN AV,001600030056,1423927,412840,47.02,1005,B201904554,BCOE406,SEWER CONNECT DOWNSPOUTS, 06/25/2019,CBHCODE
4598  EASTERN AV,001600030056,1423927,412840,47.02,1005,B201904554,BCOE411,REPAIR SIDING, 06/25/2019,CBHCODE
4598  EASTERN AV,001600030056,1423927,412840,47.02,1005,B201904554,BCOE412,WEATHERTIGHT EXTERIOR, 06/25/2019,CBHCODE
4598  EASTERN AV,001600030056,1423927,412840,47.02,1005,B201904554,BCOE605,REPAIR LEAK AND DAMAGE, 06/25/2019,CBHCODE
4598  EASTERN AV,001600030056,1423927,412840,47.02,1005,B201904554,BCOE634,DEFECTIVE PLUMBING LINES, 06/25/2019,CBHCODE
4598  EASTERN AV,001600030056,1423927,412840,47.02,1005,B201904554,BCOE667,INSECT AND RODENT CONTROL, 06/25/2019,CBHCODE
4598  EASTERN AV,001600030056,1423927,412840,47.02,1005,B201904554,CD05576419,VACATE THE BUILDING, 06/25/2019,CBHCODE
4740  WILMER CT,001500020108,1425134,413294,47.02,1007,B202000020,CD05853803,REPAIR ROOF, 01/14/2020,CBHCODE
4740  WILMER CT,001500020108,1425134,413294,47.02,1007,B202000020,CD05853804,REPAIR FLASHING, 01/14/2020,CBHCODE
4740  WILMER CT,001500020108,1425134,413294,47.02,1007,B202000020,CD05853805,REPAIR GUTTERS AND DOWNSPOUTS, 01/14/2020,CBHCODE
4740  WILMER CT,001500020108,1425134,413294,47.02,1007,B202000020,CD05853806,PAINT EXTERIOR, 01/14/2020,CBHCODE
4740  WILMER CT,001500020108,1425134,413294,47.02,1007,B201906327,BCOE413,PAINT EXTERIOR, 09/06/2019,CBHCODE
4740  WILMER CT,001500020108,1425134,413294,47.02,1007,B201906327,BCOE414,REPAIR WINDOWS, 09/06/2019,CBHCODE
4740  WILMER CT,001500020108,1425134,413294,47.02,1007,B201906327,BCOE404,REPAIR GUTTERS AND DOWNSPOUTS, 09/06/2019,CBHCODE
4740  WILMER CT,001500020108,1425134,413294,47.02,1007,B201906327,BCOE401,REPAIR FLASHING, 09/06/2019,CBHCODE
4740  WILMER CT,001500020108,1425134,413294,47.02,1007,B201906327,BCOE400,REPAIR ROOF, 09/06/2019,CBHCODE
4740  WILMER CT,001500020108,1425134,413294,47.02,1007,B202000020,CD05853807,REPAIR WINDOWS, 01/14/2020,CBHCODE
273  WORTMAN ST,002400030153,1422770,410537,47.02,1013,B201903680,CD05470644,VACATE THE BUILDING, 04/24/2019,CBHCODE
4307  EASTERN AV,002400020133,1422019,409871,47.02,1013,B202005424,BCOE414,REPAIR WINDOWS, 12/11/2020,CBHCODE
4307  EASTERN AV,002400020133,1422019,409871,47.02,1013,B202005424,BCOE413,PAINT EXTERIOR, 12/11/2020,CBHCODE
4307  EASTERN AV,002400020133,1422019,409871,47.02,1013,B202005424,BCOE412,WEATHERTIGHT EXTERIOR, 12/11/2020,CBHCODE
4307  EASTERN AV,002400020133,1422019,409871,47.02,1013,B202005424,BCOE411,REPAIR SIDING, 12/11/2020,CBHCODE
4307  EASTERN AV,002400020133,1422019,409871,47.02,1013,B202005424,BCOE406,SEWER CONNECT DOWNSPOUTS, 12/11/2020,CBHCODE
4307  EASTERN AV,002400020133,1422019,409871,47.02,1013,B202005424,BCOE404,REPAIR GUTTERS AND DOWNSPOUTS, 12/11/2020,CBHCODE
4307  EASTERN AV,002400020133,1422019,409871,47.02,1013,B202005424,BCOE401,REPAIR FLASHING, 12/11/2020,CBHCODE
4307  EASTERN AV,002400020133,1422019,409871,47.02,1013,B202002462,BCOE413,PAINT EXTERIOR, 05/20/2020,CBHCODE
4307  EASTERN AV,002400020133,1422019,409871,47.02,1013,B202002462,BCOE412,WEATHERTIGHT EXTERIOR, 05/20/2020,CBHCODE
4307  EASTERN AV,002400020133,1422019,409871,47.02,1013,B202002462,BCOE411,REPAIR SIDING, 05/20/2020,CBHCODE
4307  EASTERN AV,002400020133,1422019,409871,47.02,1013,B202002462,BCOE400,REPAIR ROOF, 05/20/2020,CBHCODE
4307  EASTERN AV,002400020133,1422019,409871,47.02,1013,B202002462,BCOE401,REPAIR FLASHING, 05/20/2020,CBHCODE
4307  EASTERN AV,002400020133,1422019,409871,47.02,1013,B202002462,BCOE404,REPAIR GUTTERS AND DOWNSPOUTS, 05/20/2020,CBHCODE
4307  EASTERN AV,002400020133,1422019,409871,47.02,1013,B202002462,BCOE406,SEWER CONNECT DOWNSPOUTS, 05/20/2020,CBHCODE
4309  EASTERN AV,002400020134,1422035,409888,47.02,1013,B202101545,CD06403935,REPAIR SIDING, 08/30/2021,CBHCODE
4309  EASTERN AV,002400020134,1422035,409888,47.02,1013,B201807225,BCOE413,PAINT EXTERIOR, 11/06/2018,CBHCODE
4321  EASTERN AV,002400020140,1422137,410001,47.02,1013,B201803927,BCOE411,REPAIR SIDING, 06/08/2018,CBHCODE
4321  EASTERN AV,002400020140,1422137,410001,47.02,1013,B201803927,BCOE404,REPAIR GUTTERS AND DOWNSPOUTS, 06/08/2018,CBHCODE
4321  EASTERN AV,002400020140,1422137,410001,47.02,1013,B201803927,BCOE406,SEWER CONNECT DOWNSPOUTS, 06/08/2018,CBHCODE
4321  EASTERN AV,002400020140,1422137,410001,47.02,1013,B201803927,BCOE412,WEATHERTIGHT EXTERIOR, 06/08/2018,CBHCODE
4343  EASTERN AV,002400020144,1422277,410180,47.02,1013,B202100397,BCOE411,REPAIR SIDING, 02/23/2021,CBHCODE
4343  EASTERN AV,002400020144,1422277,410180,47.02,1013,B202100397,CD06341155,DEFECTIVE PLUMBING LINES, 02/23/2021,CBHCODE
4485  EASTERN AV,001600010129,1423276,411478,47.02,1013,B201906227,CD05676077,VACATE THE BUILDING, 08/28/2019,CBHCODE
4511  EASTERN AV,001600010143,1423494,411759,47.02,1013,B202005150,BCOE413,PAINT EXTERIOR, 12/08/2020,CBHCODE
4805  EASTERN AV,001800010005,1425058,414388,47.02,2004,B202004020,CD06128501,REPAIR SIDING, 08/14/2020,CBHCODE
4805  EASTERN AV,001800010005,1425058,414388,47.02,2004,B202004020,BCOE404,REPAIR GUTTERS AND DOWNSPOUTS, 08/14/2020,CBHCODE
4805  EASTERN AV,001800010005,1425058,414388,47.02,2004,B202004020,CD06128500,SEWER CONNECT DOWNSPOUTS, 08/14/2020,CBHCODE
4805  EASTERN AV,001800010005,1425058,414388,47.02,2004,B202002863,BCOE406,SEWER CONNECT DOWNSPOUTS, 05/29/2020,CBHCODE
4805  EASTERN AV,001800010005,1425058,414388,47.02,2004,B202002863,BCOE404,REPAIR GUTTERS AND DOWNSPOUTS, 05/29/2020,CBHCODE
4911  EASTERN AV,001800030038,1425505,415086,47.02,2004,B202003662,CD06074135,REPAIR SIDING, 07/14/2020,CBHCODE
4822  MORSE ST,001800030078,1425301,414466,47.02,2015,B201802878,BCOE406,SEWER CONNECT DOWNSPOUTS, 04/27/2018,CBHCODE
4830  MORSE ST,001800030128,1425418,414528,47.02,2015,B201906907,CD05716282,REPAIR LEAK AND DAMAGE, 09/25/2019,CBHCODE
3749  HUTTON ST,001800030082,1425748,414407,47.02,2016,B202002519,BCOE413,PAINT EXTERIOR, 05/20/2020,CBHCODE
1334  PARKRIDGE PL,004300040070,1422844,419453,48.00,2000,B201808098,CD05301271,REPAIR GUTTERS AND DOWNSPOUTS, 12/27/2018,CBHCODE
1334  PARKRIDGE PL,004300040070,1422844,419453,48.00,2000,B201808098,BCOE413,PAINT EXTERIOR, 12/27/2018,CBHCODE
1334  PARKRIDGE PL,004300040070,1422844,419453,48.00,2000,B201808098,CD05301272,REPAIR ROOF, 12/27/2018,CBHCODE
1214  DELTA AV,004400050009,1421996,418448,48.00,2002,B201807817,BCOE413,PAINT EXTERIOR, 11/30/2018,CBHCODE
1204  TANNEHILL LN,002200030040,1425059,417049,48.00,3000,B201806672,CD05183239,CLOGGED YARD DRAINS, 09/27/2018,CBHCODE
1204  TANNEHILL LN,002200030040,1425059,417049,48.00,3000,B201806672,CD05183241,REPAIR ROOF, 09/27/2018,CBHCODE
1234  HERSCHEL AV,002300030024,1423178,417647,48.00,3002,B202203263,BCOE413,PAINT EXTERIOR, 10/06/2022,CBHCODE
1138  SALISBURY DR,001900040014,1423299,416443,48.00,3003,B201908073,BCOE413,PAINT EXTERIOR, 11/27/2019,CBHCODE
1138  SALISBURY DR,001900040014,1423299,416443,48.00,3003,B201907904,BCOE413,PAINT EXTERIOR, 11/08/2019,CBHCODE
2929  OBSERVATORY AV,004300030003,1420129,419888,49.00,1003,B201903960,CD05513513,REPAIR GUTTERS AND DOWNSPOUTS, 05/17/2019,CBHCODE
2855  OBSERVATORY AV,004600020012,1419260,419951,49.00,2002,B202000229,CD05869937,DEFECTIVE PLUMBING LINES, 01/29/2020,CBHCODE
2855  OBSERVATORY AV,004600020012,1419260,419951,49.00,2002,B201907302,BCOE414,REPAIR WINDOWS, 12/05/2019,CBHCODE
2855  OBSERVATORY AV,004600020012,1419260,419951,49.00,2002,B201907302,BCOE413,PAINT EXTERIOR, 12/05/2019,CBHCODE
2855  OBSERVATORY AV,004600020012,1419260,419951,49.00,2002,B201907302,CD05770732,REPAIR ROOF, 12/05/2019,CBHCODE
2855  OBSERVATORY AV,004600020012,1419260,419951,49.00,2002,B201907302,CD05770738,INSECT AND RODENT CONTROL, 12/05/2019,CBHCODE
2855  OBSERVATORY AV,004600020012,1419260,419951,49.00,2002,B201907302,CD05770735,REPAIR LEAK AND DAMAGE, 12/05/2019,CBHCODE
2855  OBSERVATORY AV,004600020012,1419260,419951,49.00,2002,B201907302,CD05770731,DEFECTIVE PLUMBING LINES, 12/05/2019,CBHCODE
2855  OBSERVATORY AV,004600020012,1419260,419951,49.00,2002,B202000229,BCOE414,REPAIR WINDOWS, 01/29/2020,CBHCODE
2855  OBSERVATORY AV,004600020012,1419260,419951,49.00,2002,B202000229,CD05869938,REPAIR ROOF, 01/29/2020,CBHCODE
2855  OBSERVATORY AV,004600020012,1419260,419951,49.00,2002,B202000229,CD05869941,REPAIR LEAK AND DAMAGE, 01/29/2020,CBHCODE
2855  OBSERVATORY AV,004600020012,1419260,419951,49.00,2002,B202000229,CD05869944,INSECT AND RODENT CONTROL, 01/29/2020,CBHCODE
2855  OBSERVATORY AV,004600020012,1419260,419951,49.00,2002,B202000229,BCOE413,PAINT EXTERIOR, 01/29/2020,CBHCODE
2807  OBSERVATORY AV,004600030088,1418506,420029,49.00,2003,B202003297,BCOE413,PAINT EXTERIOR, 07/16/2020,CBHCODE
2983  LINWOOD AV,00430A010035,1420062,418320,49.00,2005,B201905434,CD05625507,DEFECTIVE PLUMBING LINES, 07/26/2019,CBHCODE
3199  LINWOOD AV,004400010084,1420750,416866,49.00,2006,B202004390,BCOE413,PAINT EXTERIOR, 08/21/2020,CBHCODE
2938  LOWER GRANDIN RD,004600040021,1418949,415548,49.00,4000,B202103715,CD06669819,REPAIR ROOFS, 09/10/2021,CBHCODE
3458  KLEYBOLTE AV,002500030002,1419460,415176,49.00,4000,B201802325,CD04840962,SEWER CONNECT DOWNSPOUTS, 03/05/2018,CBHCODE
705  DELTA AV,004500030067,1419771,415529,49.00,4000,B202102221,CD06454496,REPAIR ROOF, 06/11/2021,CBHCODE
725  DELTA AV,004500030005,1419790,415843,49.00,4000,B201906338,BCOE413,PAINT EXTERIOR, 09/06/2019,CBHCODE
725  DELTA AV,004500030005,1419790,415843,49.00,4000,B201906338,BCOE404,REPAIR GUTTERS AND DOWNSPOUTS, 09/06/2019,CBHCODE
3032  GOLDEN AV,003100030098,1416721,414829,49.00,4001,B201903762,CD05489804,REPAIR LEAK AND DAMAGE, 05/06/2019,CBHCODE
3032  GOLDEN AV,003100030098,1416721,414829,49.00,4001,B201903762,BCOE413,PAINT EXTERIOR, 05/06/2019,CBHCODE
3247  GOLDEN AV,003000010111,1417791,413979,49.00,4001,B201805144,BCOE413,PAINT EXTERIOR, 07/27/2018,CBHCODE
3247  GOLDEN AV,003000010111,1417791,413979,49.00,4001,B201805144,BCOE404,REPAIR GUTTERS AND DOWNSPOUTS, 07/27/2018,CBHCODE
3414  GOLDEN AV,003000030107,1418167,413889,49.00,4001,B201904000,BCOE411,REPAIR SIDING, 05/21/2019,CBHCODE
2145  MADISON RD,004600010009,1412950,418648,49.00,5007,B201805532,CD05118795,REPAIR GUTTERS AND DOWNSPOUTS, 08/21/2018,CBHCODE
2145  MADISON RD,004600010009,1412950,418648,49.00,5007,B201805532,CD05118792,REPAIR WINDOWS, 08/21/2018,CBHCODE
2314  EAST HILL AV,004600060010,1413429,419505,49.00,5007,B201903606,BCOE413,PAINT EXTERIOR, 04/30/2019,CBHCODE
2365  MADISON RD,004600060003,1413964,420114,49.00,5007,B202002835,CD06011716,REPAIR LEAK AND DAMAGE, 06/08/2020,CBHCODE
2377  MADISON RD,004600060067,1413953,420329,49.00,5007,B202006465,CD06302355,VACATE THE BUILDING, 01/11/2021,CBHCODE
2379  MADISON RD,004600060066,1414011,420360,49.00,5007,B201906547,CD05730719,REPAIR LEAK AND DAMAGE, 10/04/2019,CBHCODE
2834  ROSELLA AV,004000050054,1418880,422630,50.00,1003,B201904304,BCOE414,REPAIR WINDOWS, 06/14/2019,CBHCODE
2834  ROSELLA AV,004000050054,1418880,422630,50.00,1003,B201904304,BCOE400,REPAIR ROOF, 06/14/2019,CBHCODE
2834  ROSELLA AV,004000050054,1418880,422630,50.00,1003,B201904304,BCOE404,REPAIR GUTTERS AND DOWNSPOUTS, 06/14/2019,CBHCODE
2834  ROSELLA AV,004000050054,1418880,422630,50.00,1003,B201904304,BCOE406,SEWER CONNECT DOWNSPOUTS, 06/14/2019,CBHCODE
2834  ROSELLA AV,004000050054,1418880,422630,50.00,1003,B201904304,BCOE413,PAINT EXTERIOR, 06/14/2019,CBHCODE
2834  ROSELLA AV,004000050054,1418880,422630,50.00,1003,B201904304,BCOE667,INSECT AND RODENT CONTROL, 06/14/2019,CBHCODE
2834  ROSELLA AV,004000050054,1418880,422630,50.00,1003,B202101145,CD06352402,SEWER CONNECT DOWNSPOUTS, 02/19/2021,CBHCODE
2822  VICTORIA AV,004000050217,1418867,422057,50.00,1005,B202002902,CD06020593,TOILET ROOM SURFACES, 06/10/2020,CBHCODE
2822  VICTORIA AV,004000050217,1418867,422057,50.00,1005,B202002902,CD06020592,REPAIR LAVATORY, 06/10/2020,CBHCODE
2822  VICTORIA AV,004000050217,1418867,422057,50.00,1005,B202002902,CD06020590,PAINT OR PAPER ROOMS, 06/10/2020,CBHCODE
2822  VICTORIA AV,004000050217,1418867,422057,50.00,1005,B202002902,BCOE401,REPAIR FLASHING, 06/10/2020,CBHCODE
2822  VICTORIA AV,004000050217,1418867,422057,50.00,1005,B202002902,BCOE400,REPAIR ROOF, 06/10/2020,CBHCODE
2822  VICTORIA AV,004000050217,1418867,422057,50.00,1005,B202002902,CD06020591,REPAIR LEAK AND DAMAGE, 06/10/2020,CBHCODE
2843  ROSELLA AV,004000050075,1418940,422492,50.00,1005,B201808209,CD05427108,DEFECTIVE PLUMBING LINES, 03/22/2019,CBHCODE
2881  MINTO AV,003900070012,1419459,422108,50.00,1006,B202104565,CD06680095,REPAIR LEAK AND DAMAGE, 09/21/2021,CBHCODE
2885  ZIEGLE AV,003900060167,1419483,421130,50.00,1012,B202103318,BCOE413,PAINT EXTERIOR, 08/12/2021,CBHCODE
2887  ZIEGLE AV,003900060078,1419520,421119,50.00,1012,B201805498,CD05136557,SEWER CONNECT DOWNSPOUTS, 09/26/2018,CBHCODE
2887  ZIEGLE AV,003900060078,1419520,421119,50.00,1012,B201805498,CD05136555,REPAIR GUTTERS AND DOWNSPOUTS, 09/26/2018,CBHCODE
2926  ERIE AV,003900060148,1419897,420717,50.00,1012,B201903859,BCOE413,PAINT EXTERIOR, 09/03/2019,CBHCODE
2926  ERIE AV,003900060148,1419897,420717,50.00,1012,B201903859,CD05494091,REPAIR SIDING, 09/03/2019,CBHCODE
3535  SHAW AV,004100020018,1418179,421358,50.00,2006,B201900130,BCOE406,SEWER CONNECT DOWNSPOUTS, 01/11/2019,CBHCODE
3535  SHAW AV,004100020018,1418179,421358,50.00,2006,B201900130,BCOE204,CLOGGED YARD DRAINS, 01/11/2019,CBHCODE
3578  MICHIGAN AV,004100010032,1417964,421925,50.00,2006,B202102121,CD06447333,DEFECTIVE PLUMBING LINES, 05/05/2021,CBHCODE
